QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,EDUC_AY,EDUC_AY_,EDUCGFTC,EDUC_FTC,EDSCHL_A,EDSC_L_A,EDMONTHA,EDMO_THA,EDREIMBX,EDRE_MBX,JEDUCNET,JEDU_NET,EDUC_A1,EDUC_A1_,EDUC_A2,EDUC_A2_,EDUC_A3,EDUC_A3_,EDUC_A4,EDUC_A4_,EDUC_A5,EDUC_A5_,EDUC_A6,EDUC_A6_,EDUC_A7,EDUC_A7_,EDUC_A8,EDUC_A8_,EDUC_A9,EDUC_A9_
20181,03758062,9,0,1,100,D,1,D,,A,13,D,665,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758062,10,0,1,100,D,1,D,,A,13,D,60,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758062,11,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758232,6,0,1,350,D,2,D,2,D,13,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758332,5,0,1,100,D,1,D,,A,11,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758602,7,0,1,100,D,1,D,,A,11,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758602,8,0,1,100,D,1,D,,A,12,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758652,15,0,1,380,D,1,D,,A,10,D,950,D,,H,350,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03758652,15,1,1,350,D,1,D,2,D,10,D,,A,500,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758652,15,2,1,100,D,1,D,,A,10,D,,A,587,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758652,16,0,1,380,D,1,D,,A,11,D,950,D,,H,350,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03758652,16,1,1,350,D,1,D,2,D,10,D,,A,550,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758652,16,2,1,100,D,1,D,,A,10,D,,A,555,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758652,17,0,1,380,D,1,D,,A,12,D,950,D,,H,350,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03758652,17,1,1,350,D,1,D,2,D,10,D,,A,600,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758652,17,2,1,100,D,1,D,,A,10,D,,A,602,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758872,5,0,1,300,D,1,D,6,D,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758872,6,0,1,380,D,1,D,,A,13,D,,A,,H,380,D,360,D,,A,,A,,A,,A,,A,,A,,A
20181,03758872,6,1,1,360,D,1,D,,A,13,D,,A,1000,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759042,12,0,1,100,D,1,D,,A,12,D,,A,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759042,13,0,1,100,D,1,D,,A,13,D,,A,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759042,14,0,1,100,D,1,D,,A,13,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759042,15,0,1,100,D,1,D,,A,13,D,,A,640,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759162,11,0,1,100,D,1,D,,A,13,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759212,10,0,1,100,D,1,D,,A,13,D,,A,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759212,11,0,1,360,D,1,D,,A,11,D,,A,263,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759412,3,0,1,300,D,1,D,6,D,13,D,,A,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759652,5,0,1,300,D,1,D,2,D,13,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759662,9,0,1,100,D,1,D,,A,11,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759732,2,0,1,300,D,1,D,1,D,12,D,,A,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759732,3,0,1,350,D,1,D,1,D,12,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759852,2,0,1,350,D,1,D,1,D,10,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759852,3,0,1,360,D,1,D,,A,13,D,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759922,4,0,2,100,D,1,D,,A,10,D,,A,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760022,5,0,1,200,D,1,D,,A,13,D,,A,1260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760062,14,0,1,200,D,1,D,,A,13,D,,A,1042,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760062,15,0,1,100,D,1,D,,A,13,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760082,3,0,2,360,D,1,D,,A,10,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760192,8,0,1,200,D,1,D,,A,10,D,,A,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760202,6,0,1,380,D,1,D,1,D,13,D,,A,,H,310,D,320,D,350,D,300,D,,A,,A,,A,,A,,A
20181,03760202,6,1,1,350,D,1,D,1,D,13,D,,A,800,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760202,6,2,1,300,D,1,D,1,D,13,D,,A,4000,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760412,12,0,1,300,D,1,D,1,D,13,D,,A,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760412,13,0,1,350,D,1,D,1,D,12,D,,A,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760472,20,0,1,200,D,2,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760622,7,0,1,100,D,1,D,,A,10,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760622,8,0,1,100,D,1,D,,A,11,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760622,9,0,1,100,D,1,D,,A,12,D,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760692,4,0,1,200,D,1,D,,A,13,D,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760692,5,0,2,200,D,1,D,,A,10,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760852,10,0,1,100,D,1,D,,A,10,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760852,11,0,1,100,D,1,D,,A,11,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760862,3,0,1,360,D,1,D,,A,10,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760862,4,0,2,350,D,1,D,1,D,10,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760992,6,0,1,360,D,1,D,,A,10,D,,A,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761082,13,0,1,100,D,1,D,,A,12,D,,A,358,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761092,4,0,1,360,D,1,D,,A,12,D,,A,4200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761092,5,0,1,360,D,1,D,,A,13,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761092,6,0,1,360,D,1,D,,A,13,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761092,7,0,2,360,D,1,D,,A,10,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761272,9,0,1,350,D,1,D,2,D,13,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,20,0,1,100,D,1,D,,A,10,D,,A,183,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,21,0,1,100,D,1,D,,A,11,D,,A,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,22,0,1,100,D,1,D,,A,12,D,,A,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,23,0,1,100,D,1,D,,A,10,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,24,0,1,100,D,1,D,,A,12,D,,A,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,25,0,1,200,D,1,D,,A,13,D,,A,1945,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,26,0,1,200,D,1,D,,A,13,D,,A,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,27,0,2,100,D,1,D,,A,10,D,,A,183,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761322,28,0,2,200,D,1,D,,A,10,D,,A,2375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761742,3,0,1,300,D,1,D,2,D,13,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761762,4,0,1,350,D,1,D,1,D,10,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761822,28,0,1,100,D,1,D,,A,10,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761822,29,0,1,100,D,1,D,,A,10,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761822,30,0,1,100,D,1,D,,A,13,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761893,19,0,1,100,D,1,D,,A,10,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761902,1,0,1,300,D,1,D,6,D,11,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762023,7,0,1,300,D,1,D,1,D,12,D,,A,2900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762023,8,0,1,350,D,1,D,1,D,12,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762112,8,0,1,300,D,1,D,2,D,11,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762112,9,0,1,300,D,1,D,1,D,11,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762512,3,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762522,4,0,1,300,D,1,D,1,D,12,D,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762522,5,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762522,6,0,1,345,D,1,D,,A,12,D,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762712,11,0,1,300,D,1,D,2,D,13,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762852,10,0,1,200,D,1,D,,A,10,D,,A,1128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762852,11,0,1,200,D,1,D,,A,11,D,,A,1128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762852,12,0,1,200,D,1,D,,A,12,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763142,10,0,1,310,D,2,D,,A,13,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763152,12,0,1,350,D,1,D,2,D,10,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763222,6,0,1,200,D,1,D,,A,13,D,,A,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763222,7,0,2,200,D,1,D,,A,10,D,,A,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763462,1,0,1,350,D,1,D,1,D,11,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763522,25,0,1,100,D,1,D,,A,13,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763522,26,0,1,360,D,1,D,,A,10,D,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763572,5,0,1,100,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763612,1,0,1,300,D,1,D,1,D,10,D,,A,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763612,2,0,1,350,D,1,D,1,D,10,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763632,1,0,1,310,D,1,D,,A,13,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763782,12,0,1,350,D,1,D,4,D,13,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763862,30,0,1,100,D,1,D,,A,12,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763862,31,0,1,100,D,2,D,,A,12,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763982,13,0,1,100,D,1,D,,A,12,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763982,14,0,1,200,D,1,D,,A,13,D,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763982,15,0,1,360,D,1,D,,A,12,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764012,4,0,1,300,D,1,D,1,D,12,D,,A,4400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764402,11,0,1,100,D,1,D,,A,13,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764482,3,0,1,100,D,1,D,,A,10,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764482,4,0,1,100,D,1,D,,A,11,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764482,5,0,1,100,D,1,D,,A,12,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764492,5,0,1,100,D,1,D,,A,10,D,,A,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764502,17,0,1,310,D,1,D,,A,13,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764502,18,0,1,320,D,1,D,,A,13,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764532,10,0,1,100,D,1,D,,A,10,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764732,15,0,1,310,D,2,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764972,3,0,1,200,D,1,D,,A,12,D,,A,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765064,5,0,1,300,D,2,D,1,D,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765232,9,0,1,300,D,1,D,1,D,12,D,,A,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765262,5,0,1,300,D,1,D,1,D,12,D,,A,460,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765572,11,0,1,100,D,1,D,,A,13,D,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765572,12,0,1,100,D,1,D,,A,13,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765572,13,0,1,100,D,1,D,,A,13,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765622,2,0,1,300,D,1,D,1,D,11,D,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765622,3,0,1,350,D,1,D,1,D,11,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03765722,6,0,1,320,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03766062,8,0,1,300,D,1,D,4,D,13,D,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776132,21,0,1,350,D,1,D,2,D,12,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776432,6,0,1,100,D,1,D,,A,13,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776532,16,0,1,360,D,1,D,,A,11,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776672,16,0,1,345,D,1,D,,A,13,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776692,20,0,1,380,D,1,D,,A,11,D,,A,,H,380,D,360,D,,A,,A,,A,,A,,A,,A,,A
20181,03776692,20,1,1,360,D,1,D,,A,11,D,,A,60,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776932,8,0,2,300,D,1,D,2,D,11,D,,A,40000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776932,9,0,2,300,D,1,D,2,D,11,D,,A,30000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776932,10,0,2,300,D,1,D,2,D,11,D,,A,24000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777112,10,0,1,310,D,1,D,,A,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777112,11,0,1,350,D,1,D,1,D,01,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777222,8,0,1,100,D,1,D,,A,11,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777222,9,0,1,100,D,1,D,,A,12,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777502,1,0,1,300,D,1,D,2,D,13,D,,A,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777582,17,0,1,200,D,1,D,,A,13,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777642,4,0,1,350,D,2,D,1,D,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03777802,8,0,1,320,D,1,D,,A,13,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778142,4,0,1,200,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778172,6,0,1,350,D,1,D,1,D,01,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778273,14,0,1,350,D,1,D,1,D,01,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778273,15,0,1,360,D,1,D,,A,01,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778362,6,0,1,350,D,1,D,1,D,01,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778362,7,0,1,345,D,1,D,,A,01,D,,A,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778602,5,0,1,100,D,1,D,,A,12,D,,A,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778602,6,0,1,100,D,1,D,,A,01,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778772,8,0,1,300,D,1,D,2,D,01,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778772,9,0,1,300,D,1,D,3,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778942,17,0,1,100,D,1,D,,A,01,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779062,2,0,1,300,D,1,D,1,D,12,D,,A,9000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779062,3,0,1,350,D,1,D,1,D,12,D,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779082,6,0,1,200,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779212,23,0,1,300,D,1,D,1,D,01,D,,A,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779292,12,0,1,300,D,1,D,2,D,13,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779352,7,0,1,100,D,1,D,,A,13,D,,A,324,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779363,8,0,1,300,D,1,D,1,D,01,D,,A,2381,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779363,9,0,1,350,D,1,D,1,D,01,D,,A,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779372,17,0,1,100,D,1,D,,A,12,D,,A,144,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779372,18,0,1,200,D,1,D,,A,13,D,,A,535,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779372,19,0,1,350,D,1,D,6,D,12,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779382,4,0,1,300,D,1,D,1,D,01,D,1627,D,1093,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779382,5,0,1,100,D,2,D,,A,11,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779552,11,0,1,370,D,1,D,1,D,01,D,,A,,H,350,D,300,D,,A,,A,,A,,A,,A,,A,,A
20181,03779552,11,1,1,350,D,1,D,1,D,01,D,,A,333,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779552,11,2,1,300,D,1,D,1,D,01,D,,A,1667,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779692,16,0,1,300,D,1,D,1,D,01,D,,A,1635,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779692,17,0,1,360,D,1,D,,A,12,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779692,18,0,1,360,D,1,D,,A,12,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779692,19,0,1,360,D,1,D,,A,01,D,,A,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779712,1,0,1,350,D,1,D,1,D,01,D,,A,246,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779852,3,0,1,300,D,1,D,1,D,01,D,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779952,17,0,1,200,D,1,D,,A,13,D,,A,1750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779962,7,0,1,350,D,1,D,6,D,01,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779962,8,0,1,350,D,1,D,1,D,01,D,,A,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779982,3,0,1,345,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780142,22,0,1,200,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780142,23,0,1,300,D,1,D,1,D,01,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780142,24,0,1,350,D,1,D,1,D,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780932,14,0,1,300,D,2,D,1,D,01,D,,A,22000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780932,15,0,1,100,D,1,D,,A,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780932,16,0,1,350,D,2,D,1,D,01,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781112,10,0,1,200,D,2,D,,A,11,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781112,11,0,1,200,D,2,D,,A,12,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781112,12,0,1,200,D,2,D,,A,01,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781132,7,0,1,200,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781142,4,0,1,360,D,1,D,,A,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781172,5,0,1,300,D,1,D,1,D,01,D,,A,740,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781172,6,0,1,350,D,1,D,1,D,01,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781182,15,0,1,300,D,1,D,2,D,13,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781182,16,0,1,350,D,1,D,2,D,13,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781242,1,0,1,300,D,1,D,1,D,01,D,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781253,11,0,1,350,D,1,D,1,D,01,D,,A,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781392,15,0,1,300,D,1,D,2,D,13,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781642,17,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781742,4,0,1,100,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781774,3,0,1,300,D,1,D,1,D,13,D,,A,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781892,5,0,1,350,D,2,D,2,D,12,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782012,2,0,1,200,D,2,D,,A,13,D,,A,1250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782072,5,0,1,350,D,1,D,1,D,01,D,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782222,17,0,1,360,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782222,18,0,1,300,D,1,D,2,D,13,D,,A,3042,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782222,19,0,1,320,D,1,D,,A,01,D,,A,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782222,20,0,1,340,D,1,D,,A,13,D,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782222,21,0,1,100,D,1,D,,A,13,D,,A,169,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782222,22,0,2,100,D,1,D,,A,11,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782232,3,0,1,300,D,1,D,1,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782542,3,0,1,300,D,1,D,1,D,01,D,,A,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782572,8,0,1,300,D,1,D,2,D,13,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782692,19,0,1,200,D,1,D,,A,11,D,,A,1104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782692,20,0,1,200,D,1,D,,A,12,D,,A,1104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782692,21,0,1,200,D,1,D,,A,01,D,,A,4044,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782692,22,0,2,200,D,1,D,,A,11,D,,A,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
