QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20174,03670223,34,13,1,16,E,220,D
20174,03692732,51,0,1,,H,,A
20174,03692732,51,1,1,35,E,120,D
20174,03692732,51,2,1,6,E,140,D
20174,03692732,51,3,1,251,E,150,D
20174,03692732,51,4,1,80,E,160,D
20174,03692732,51,5,1,22,E,170,D
20174,03692732,51,6,1,328,E,180,D
20174,03692732,51,7,1,38,E,190,D
20174,03693532,21,0,1,,H,,A
20174,03693532,21,1,1,150,E,130,D
20174,03698422,58,0,1,,H,,A
20174,03698422,58,1,1,350,E,130,D
20174,03698632,35,0,1,,H,,A
20174,03698632,35,1,1,45,E,200,D
20174,03698632,35,2,1,37,E,210,D
20174,03698632,35,3,1,68,E,220,D
20174,03698972,39,0,1,,H,,A
20174,03698972,39,1,1,49,E,120,D
20174,03698972,39,2,1,10,E,140,D
20174,03698972,39,3,1,396,E,150,D
20174,03698972,39,4,1,130,E,160,D
20174,03698972,39,5,1,35,E,170,D
20174,03698972,39,6,1,519,E,180,D
20174,03698972,39,7,1,61,E,190,D
20174,03699062,53,0,1,,H,,A
20174,03699062,53,1,1,204,E,130,D
20174,03699062,53,2,1,50,E,200,D
20174,03699062,53,3,1,62,E,210,D
20174,03699062,53,4,1,84,E,220,D
20174,03699842,26,0,1,,H,,A
20174,03699842,26,1,1,47,E,100,D
20174,03699842,26,2,1,17,E,110,D
20174,03699842,26,3,1,25,E,120,D
20174,03699842,26,4,1,103,E,130,D
20174,03699842,26,5,1,4,E,140,D
20174,03699842,26,6,1,163,E,150,D
20174,03699842,26,7,1,30,E,160,D
20174,03699842,26,8,1,10,E,170,D
20174,03699842,26,9,1,290,E,180,D
20174,03699842,26,10,1,11,E,190,D
20174,03700372,35,0,1,,H,,A
20174,03700372,35,1,1,26,E,100,D
20174,03700372,35,2,1,6,E,110,D
20174,03700372,35,3,1,7,E,120,D
20174,03700372,35,4,1,47,E,130,D
20174,03700372,35,5,1,1,E,140,D
20174,03700372,35,6,1,65,E,150,D
20174,03700372,35,7,1,9,E,160,D
20174,03700372,35,8,1,7,E,170,D
20174,03700372,35,9,1,322,E,180,D
20174,03700372,35,10,1,10,E,190,D
20174,03700942,20,0,1,,H,,A
20174,03700942,20,1,1,14,E,100,D
20174,03700942,20,2,1,6,E,110,D
20174,03715482,32,0,1,,H,,A
20174,03715482,32,1,1,48,E,120,D
20174,03715482,32,2,1,9,E,140,D
20174,03715482,32,3,1,334,E,150,D
20174,03715482,32,4,1,31,E,160,D
20174,03715482,32,5,1,46,E,170,D
20174,03715482,32,6,1,32,E,190,D
20174,03719192,51,0,1,,H,,A
20174,03719192,51,1,1,38,E,120,D
20174,03719192,51,2,1,8,E,140,D
20174,03719192,51,3,1,302,E,150,D
20174,03719192,51,4,1,96,E,160,D
20174,03719192,51,5,1,26,E,170,D
20174,03719192,51,6,1,395,E,180,D
20174,03719192,51,7,1,50,E,190,D
20174,03737772,34,0,1,,H,,A
20174,03737772,34,1,1,11,E,120,D
20174,03737772,34,2,1,1,E,140,D
20174,03737772,34,3,1,52,E,150,D
20174,03737772,34,4,1,8,E,160,D
20174,03737772,34,5,1,5,E,180,D
20174,03737772,34,6,1,13,E,190,D
20174,03737852,32,0,1,,H,,A
20174,03737852,32,1,1,30,E,100,D
20174,03737852,32,2,1,11,E,110,D
20174,03737852,32,3,1,18,E,120,D
20174,03737852,32,4,1,3,E,140,D
20174,03737852,32,5,1,105,E,150,D
20174,03737852,32,6,1,31,E,160,D
20174,03737852,32,7,1,22,E,170,D
20174,03737852,32,8,1,170,E,180,D
20174,03737852,32,9,1,10,E,190,D
20174,03739182,53,0,1,,H,,A
20174,03739182,53,1,1,8,E,120,D
20174,03739182,53,2,1,1,E,140,D
20174,03739182,53,3,1,67,E,150,D
20174,03739182,53,4,1,11,E,160,D
20174,03739182,53,5,1,9,E,170,D
20174,03739182,53,6,1,365,E,180,D
20174,03739182,53,7,1,14,E,190,D
20174,03743212,42,0,1,,H,,A
20174,03743212,42,1,1,11,E,100,D
20174,03743212,42,2,1,4,E,110,D
20174,03743212,42,3,1,5,E,120,D
20174,03743212,42,4,1,1,E,140,D
20174,03743212,42,5,1,44,E,150,D
20174,03743212,42,6,1,11,E,160,D
20174,03743212,42,7,1,8,E,170,D
20174,03743212,42,8,1,63,E,180,D
20174,03743212,42,9,1,3,E,190,D
20174,03756161,31,0,1,,H,,A
20174,03756161,31,1,1,18,E,120,D
20174,03756161,31,2,1,3,E,140,D
20174,03756161,31,3,1,105,E,150,D
20174,03756161,31,4,1,31,E,160,D
20174,03756161,31,5,1,22,E,170,D
20174,03756161,31,6,1,171,E,180,D
20174,03756161,31,7,1,10,E,190,D
20174,03756883,35,0,1,,H,,A
20174,03756883,35,1,1,38,E,100,D
20174,03756883,35,2,1,14,E,110,D
20174,03756883,35,3,1,23,E,120,D
20174,03756883,35,4,1,82,E,130,D
20174,03756883,35,5,1,5,E,140,D
20174,03756883,35,6,1,181,E,150,D
20174,03756883,35,7,1,16,E,160,D
20174,03756883,35,8,1,24,E,170,D
20174,03756883,35,9,1,17,E,190,D
20174,03756931,17,0,1,,H,,A
20174,03756931,17,1,1,91,E,120,D
20174,03756931,17,2,1,621,E,130,D
20174,03756931,17,3,1,20,E,140,D
20174,03756931,17,4,1,765,E,150,D
20174,03756931,17,5,1,125,E,160,D
20174,03756931,17,6,1,102,E,170,D
20174,03756931,17,7,1,4143,E,180,D
20174,03756931,17,8,1,133,E,190,D
20174,03757901,16,0,1,,H,,A
20174,03757901,16,1,1,58,E,120,D
20174,03757901,16,2,1,14,E,140,D
20174,03757901,16,3,1,463,E,150,D
20174,03757901,16,4,1,148,E,160,D
20174,03757901,16,5,1,41,E,170,D
20174,03757901,16,6,1,605,E,180,D
20174,03757901,16,7,1,71,E,190,D
20174,03759621,23,0,1,,H,,A
20174,03759621,23,1,1,42,E,120,D
20174,03759621,23,2,1,285,E,130,D
20174,03759621,23,3,1,12,E,140,D
20174,03759621,23,4,1,355,E,150,D
20174,03759621,23,5,1,58,E,160,D
20174,03759621,23,6,1,47,E,170,D
20174,03759621,23,7,1,1921,E,180,D
20174,03759621,23,8,1,62,E,190,D
20174,03760851,47,0,1,,H,,A
20174,03760851,47,1,1,46,E,120,D
20174,03760851,47,2,1,12,E,140,D
20174,03760851,47,3,1,304,E,150,D
20174,03760851,47,4,1,57,E,160,D
20174,03760851,47,5,1,19,E,170,D
20174,03760851,47,6,1,541,E,180,D
20174,03760851,47,7,1,21,E,190,D
20174,03761061,35,0,1,,H,,A
20174,03761061,35,1,1,34,E,120,D
20174,03761061,35,2,1,205,E,130,D
20174,03761061,35,3,1,6,E,140,D
20174,03761061,35,4,1,255,E,150,D
20174,03761061,35,5,1,41,E,160,D
20174,03761061,35,6,1,34,E,170,D
20174,03761061,35,7,1,1381,E,180,D
20174,03761061,35,8,1,44,E,190,D
20174,03778331,17,0,1,,H,,A
20174,03778331,17,1,1,409,E,100,D
20174,03778331,17,2,1,91,E,110,D
20174,03781091,46,0,1,,H,,A
20174,03781091,46,1,1,16,E,100,D
20174,03781091,46,2,1,6,E,110,D
20174,03781091,46,3,1,10,E,120,D
20174,03781091,46,4,1,40,E,130,D
20174,03781091,46,5,1,2,E,140,D
20174,03781091,46,6,1,77,E,150,D
20174,03781091,46,7,1,7,E,160,D
20174,03781091,46,8,1,10,E,170,D
20174,03781091,46,9,1,7,E,190,D
20174,03781111,48,0,1,,H,,A
20174,03781111,48,1,1,9,E,120,D
20174,03781111,48,2,1,1,E,140,D
20174,03781111,48,3,1,42,E,150,D
20174,03781111,48,4,1,6,E,160,D
20174,03781111,48,5,1,5,E,170,D
20174,03781111,48,6,1,230,E,180,D
20174,03781111,48,7,1,7,E,190,D
20174,03782483,22,0,1,,H,,A
20174,03782483,22,1,1,24,E,120,D
20174,03782483,22,2,1,4,E,140,D
20174,03782483,22,3,1,168,E,150,D
20174,03782483,22,4,1,54,E,160,D
20174,03782483,22,5,1,14,E,170,D
20174,03782483,22,6,1,221,E,180,D
20174,03782483,22,7,1,26,E,190,D
20174,03783131,17,0,1,,H,,A
20174,03783131,17,1,1,22,E,120,D
20174,03783131,17,2,1,4,E,140,D
20174,03783131,17,3,1,185,E,150,D
20174,03783131,17,4,1,58,E,160,D
20174,03783131,17,5,1,16,E,170,D
20174,03783131,17,6,1,237,E,180,D
20174,03783131,17,7,1,28,E,190,D
20174,03783371,38,0,1,,H,,A
20174,03783371,38,1,1,17,E,100,D
20174,03783371,38,2,1,6,E,110,D
20174,03783371,38,3,1,9,E,120,D
20174,03783371,38,4,1,40,E,130,D
20174,03783371,38,5,1,1,E,140,D
20174,03783371,38,6,1,59,E,150,D
20174,03783371,38,7,1,17,E,160,D
20174,03783371,38,8,1,12,E,170,D
20174,03783371,38,9,1,97,E,180,D
20174,03783371,38,10,1,11,E,190,D
20174,03783371,38,11,1,10,E,200,D
20174,03783371,38,12,1,13,E,210,D
20174,03783371,38,13,1,8,E,220,D
20174,03783601,19,0,1,,H,,A
20174,03783601,19,1,1,43,E,100,D
20174,03783601,19,2,1,9,E,110,D
20174,03783601,19,3,1,11,E,120,D
20174,03783601,19,4,1,81,E,130,D
20174,03783601,19,5,1,2,E,140,D
20174,03783601,19,6,1,95,E,150,D
20174,03783601,19,7,1,15,E,160,D
20174,03783601,19,8,1,12,E,170,D
20174,03783601,19,9,1,516,E,180,D
20174,03783601,19,10,1,16,E,190,D
20174,03786621,29,0,1,,H,,A
20174,03786621,29,1,1,13,E,120,D
20174,03786621,29,2,1,2,E,140,D
20174,03786621,29,3,1,70,E,150,D
20174,03786621,29,4,1,20,E,160,D
20174,03786621,29,5,1,15,E,170,D
20174,03786621,29,6,1,114,E,180,D
20174,03786621,29,7,1,6,E,190,D
20174,03798491,33,0,1,,H,,A
20174,03798491,33,1,1,68,E,120,D
20174,03798491,33,2,1,15,E,140,D
20174,03798491,33,3,1,571,E,150,D
20174,03798491,33,4,1,93,E,160,D
20174,03798491,33,5,1,76,E,170,D
20174,03798491,33,6,1,3078,E,180,D
20174,03798491,33,7,1,99,E,190,D
20174,03799141,53,0,1,,H,,A
20174,03799141,53,1,1,9,E,120,D
20174,03799141,53,2,1,1,E,140,D
20174,03799141,53,3,1,49,E,150,D
20174,03799141,53,4,1,8,E,160,D
20174,03799141,53,5,1,6,E,170,D
20174,03799141,53,6,1,269,E,180,D
20174,03799141,53,7,1,8,E,190,D
20174,03799201,73,0,1,,H,,A
20174,03799201,73,1,1,1,E,120,D
20174,03799201,73,2,1,10,E,150,D
20174,03799201,73,3,1,1,E,160,D
20174,03799201,73,4,1,1,E,170,D
20174,03799201,73,5,1,46,E,180,D
20174,03799201,73,6,1,1,E,190,D
20174,03799871,18,0,1,,H,,A
20174,03799871,18,1,1,22,E,120,D
20174,03799871,18,2,1,3,E,140,D
20174,03799871,18,3,1,133,E,150,D
20174,03799871,18,4,1,12,E,160,D
20174,03799871,18,5,1,18,E,170,D
20174,03799871,18,6,1,12,E,190,D
20174,03801501,24,0,1,,H,,A
20174,03801501,24,1,1,39,E,120,D
20174,03801501,24,2,1,153,E,130,D
20174,03801501,24,3,1,7,E,140,D
20174,03801501,24,4,1,261,E,150,D
20174,03801501,24,5,1,48,E,160,D
20174,03801501,24,6,1,16,E,170,D
20174,03801501,24,7,1,458,E,180,D
20174,03801501,24,8,1,18,E,190,D
20174,03807121,22,0,1,,H,,A
20174,03807121,22,1,1,49,E,120,D
20174,03807121,22,2,1,10,E,140,D
20174,03807121,22,3,1,396,E,150,D
20174,03807121,22,4,1,126,E,160,D
20174,03807121,22,5,1,39,E,170,D
20174,03807121,22,6,1,519,E,180,D
20174,03807121,22,7,1,61,E,190,D
20174,03807184,35,0,1,,H,,A
20174,03807184,35,1,1,29,E,100,D
20174,03807184,35,2,1,5,E,110,D
20174,03807184,35,3,1,6,E,120,D
20174,03807184,35,4,1,1,E,140,D
20174,03807184,35,5,1,53,E,150,D
20174,03807184,35,6,1,8,E,160,D
20174,03807184,35,7,1,7,E,170,D
20174,03807184,35,8,1,291,E,180,D
20174,03807184,35,9,1,9,E,190,D
20174,03807184,35,10,1,10,E,200,D
20174,03807184,35,11,1,13,E,210,D
20174,03807184,35,12,1,18,E,220,D
20181,03645264,63,0,1,,H,,A
20181,03645264,63,1,1,36,E,120,D
20181,03645264,63,2,1,7,E,140,D
20181,03645264,63,3,1,303,E,150,D
20181,03645264,63,4,1,33,E,160,D
20181,03645264,63,5,1,13,E,170,D
20181,03645264,63,6,1,461,E,180,D
20181,03645264,63,7,1,47,E,190,D
20181,03646044,27,0,1,,H,,A
20181,03646044,27,1,1,108,E,100,D
20181,03646044,27,2,1,39,E,110,D
20181,03646044,27,3,1,47,E,120,D
20181,03646044,27,4,1,209,E,130,D
20181,03646044,27,5,1,10,E,140,D
20181,03646044,27,6,1,390,E,150,D
20181,03646044,27,7,1,69,E,160,D
20181,03646044,27,8,1,25,E,170,D
20181,03646044,27,9,1,232,E,180,D
20181,03646044,27,10,1,71,E,190,D
20181,03646374,37,0,1,,H,,A
20181,03646374,37,1,1,15,E,120,D
20181,03646374,37,2,1,2,E,140,D
20181,03646374,37,3,1,123,E,150,D
20181,03646374,37,4,1,37,E,160,D
20181,03646374,37,5,1,6,E,170,D
20181,03646374,37,6,1,101,E,180,D
20181,03646374,37,7,1,16,E,190,D
20181,03646694,18,0,1,,H,,A
20181,03646694,18,1,1,52,E,120,D
20181,03646694,18,2,1,12,E,140,D
20181,03646694,18,3,1,381,E,150,D
20181,03646694,18,4,1,119,E,160,D
20181,03646694,18,5,1,85,E,170,D
20181,03646694,18,6,1,51,E,190,D
20181,03647264,12,0,1,,H,,A
20181,03647264,12,1,1,14,E,120,D
20181,03647264,12,2,1,2,E,140,D
20181,03647264,12,3,1,92,E,150,D
20181,03647264,12,4,1,16,E,160,D
20181,03647264,12,5,1,5,E,170,D
20181,03647264,12,6,1,55,E,180,D
20181,03647264,12,7,1,16,E,190,D
20181,03647934,34,0,1,,H,,A
20181,03647934,34,1,1,15,E,120,D
20181,03647934,34,2,1,77,E,130,D
20181,03647934,34,3,1,2,E,140,D
20181,03647934,34,4,1,154,E,150,D
20181,03647934,34,5,1,74,E,160,D
20181,03647934,34,6,1,23,E,170,D
20181,03647934,34,7,1,145,E,180,D
20181,03647934,34,8,1,18,E,190,D
20181,03647934,34,9,1,37,E,200,D
20181,03647934,34,10,1,33,E,210,D
20181,03647934,34,11,1,22,E,220,D
20181,03648364,16,0,1,,H,,A
20181,03648364,16,1,1,7,E,120,D
20181,03648364,16,2,1,1,E,140,D
20181,03648364,16,3,1,49,E,150,D
20181,03648364,16,4,1,2,E,160,D
20181,03648364,16,5,1,1,E,170,D
20181,03648364,16,6,1,5,E,190,D
20181,03648934,49,0,1,,H,,A
20181,03648934,49,1,1,143,E,100,D
20181,03648934,49,2,1,51,E,110,D
20181,03648934,49,3,1,66,E,120,D
20181,03648934,49,4,1,321,E,130,D
20181,03648934,49,5,1,13,E,140,D
20181,03648934,49,6,1,549,E,150,D
20181,03648934,49,7,1,61,E,160,D
20181,03648934,49,8,1,24,E,170,D
20181,03648934,49,9,1,846,E,180,D
20181,03648934,49,10,1,87,E,190,D
20181,03648934,49,11,1,90,E,200,D
20181,03648934,49,12,1,129,E,210,D
20181,03648934,49,13,1,120,E,220,D
20181,03650944,39,0,1,,H,,A
20181,03650944,39,1,1,5,E,200,D
20181,03650944,39,2,1,8,E,210,D
20181,03650944,39,3,1,7,E,220,D
20181,03653724,43,0,1,,H,,A
20181,03653724,43,1,1,300,E,130,D
20181,03654544,51,0,1,,H,,A
20181,03654544,51,1,1,24,E,120,D
20181,03654544,51,2,1,4,E,140,D
20181,03654544,51,3,1,205,E,150,D
20181,03654544,51,4,1,61,E,160,D
20181,03654544,51,5,1,10,E,170,D
20181,03654544,51,6,1,169,E,180,D
20181,03654544,51,7,1,27,E,190,D
20181,03656224,18,0,1,,H,,A
20181,03656224,18,1,1,28,E,120,D
20181,03656224,18,2,1,5,E,140,D
20181,03656224,18,3,1,227,E,150,D
20181,03656224,18,4,1,9,E,160,D
20181,03656224,18,5,1,5,E,170,D
20181,03656224,18,6,1,26,E,190,D
20181,03657594,40,0,1,,H,,A
20181,03657594,40,1,1,6,E,120,D
20181,03657594,40,2,1,30,E,150,D
20181,03657594,40,3,1,1,E,160,D
20181,03657594,40,4,1,3,E,190,D
20181,03658264,46,0,1,,H,,A
20181,03658264,46,1,1,14,E,100,D
20181,03658264,46,2,1,5,E,110,D
20181,03658264,46,3,1,6,E,120,D
20181,03658264,46,4,1,31,E,130,D
20181,03658264,46,5,1,7,E,140,D
20181,03658264,46,6,1,54,E,150,D
20181,03658264,46,7,1,6,E,160,D
20181,03658264,46,8,1,2,E,170,D
20181,03658264,46,9,1,84,E,180,D
20181,03658264,46,10,1,8,E,190,D
20181,03658264,46,11,1,9,E,200,D
20181,03658264,46,12,1,12,E,210,D
20181,03658264,46,13,1,12,E,220,D
20181,03658614,17,0,1,,H,,A
20181,03658614,17,1,1,4,E,120,D
20181,03658614,17,2,1,11,E,150,D
20181,03658614,17,3,1,1,E,160,D
20181,03658614,17,4,1,3,E,170,D
20181,03658614,17,5,1,1,E,190,D
20181,03659054,16,0,1,,H,,A
20181,03659054,16,1,1,5,E,120,D
20181,03659054,16,2,1,14,E,150,D
20181,03659054,16,3,1,6,E,160,D
20181,03659054,16,4,1,1,E,170,D
20181,03659054,16,5,1,13,E,180,D
20181,03659054,16,6,1,1,E,190,D
20181,03660144,51,0,1,,H,,A
20181,03660144,51,1,1,92,E,100,D
20181,03660144,51,2,1,20,E,110,D
20181,03660144,51,3,1,26,E,120,D
20181,03660144,51,4,1,152,E,130,D
20181,03660144,51,5,1,5,E,140,D
20181,03660144,51,6,1,262,E,150,D
20181,03660144,51,7,1,79,E,160,D
20181,03660144,51,8,1,13,E,170,D
20181,03660144,51,9,1,216,E,180,D
20181,03660144,51,10,1,35,E,190,D
20181,03660564,15,0,1,,H,,A
20181,03660564,15,1,1,6,E,100,D
20181,03660564,15,2,1,2,E,110,D
20181,03660564,15,3,1,9,E,120,D
20181,03660564,15,4,1,13,E,130,D
20181,03660564,15,5,1,26,E,150,D
20181,03660564,15,6,1,12,E,160,D
20181,03660564,15,7,1,3,E,170,D
20181,03660564,15,8,1,25,E,180,D
20181,03660564,15,9,1,3,E,190,D
20181,03660564,15,10,1,6,E,200,D
20181,03660564,15,11,1,5,E,210,D
20181,03660564,15,12,1,3,E,220,D
20181,03661824,47,0,1,,H,,A
20181,03661824,47,1,1,59,E,100,D
20181,03661824,47,2,1,12,E,110,D
20181,03661824,47,3,1,16,E,120,D
20181,03661824,47,4,1,93,E,130,D
20181,03661824,47,5,1,3,E,140,D
20181,03661824,47,6,1,162,E,150,D
20181,03661824,47,7,1,48,E,160,D
20181,03661824,47,8,1,8,E,170,D
20181,03661824,47,9,1,133,E,180,D
20181,03661824,47,10,1,21,E,190,D
20181,03661874,82,0,1,,H,,A
20181,03661874,82,1,1,28,E,100,D
20181,03661874,82,2,1,6,E,110,D
20181,03661874,82,3,1,8,E,120,D
20181,03661874,82,4,1,1,E,140,D
20181,03661874,82,5,1,91,E,150,D
20181,03661874,82,6,1,26,E,160,D
20181,03661874,82,7,1,4,E,170,D
20181,03661874,82,8,1,71,E,180,D
20181,03661874,82,9,1,11,E,190,D
20181,03661974,76,0,1,,H,,A
20181,03661974,76,1,1,14,E,120,D
20181,03661974,76,2,1,3,E,140,D
20181,03661974,76,3,1,151,E,150,D
20181,03661974,76,4,1,44,E,160,D
20181,03661974,76,5,1,7,E,170,D
20181,03661974,76,6,1,122,E,180,D
20181,03661974,76,7,1,19,E,190,D
20181,03662674,42,0,1,,H,,A
20181,03662674,42,1,1,33,E,120,D
20181,03662674,42,2,1,6,E,140,D
20181,03662674,42,3,1,307,E,150,D
20181,03662674,42,4,1,92,E,160,D
20181,03662674,42,5,1,16,E,170,D
20181,03662674,42,6,1,253,E,180,D
20181,03662674,42,7,1,41,E,190,D
20181,03662964,37,0,1,,H,,A
20181,03662964,37,1,1,84,E,120,D
20181,03662964,37,2,1,22,E,140,D
20181,03662964,37,3,1,653,E,150,D
20181,03662964,37,4,1,205,E,160,D
20181,03662964,37,5,1,148,E,170,D
20181,03662964,37,6,1,88,E,190,D
20181,03663754,78,0,1,,H,,A
20181,03663754,78,1,1,56,E,100,D
20181,03663754,78,2,1,12,E,110,D
20181,03663754,78,3,1,15,E,120,D
20181,03663754,78,4,1,3,E,140,D
20181,03663754,78,5,1,157,E,150,D
20181,03663754,78,6,1,47,E,160,D
20181,03663754,78,7,1,8,E,170,D
20181,03663754,78,8,1,129,E,180,D
20181,03663754,78,9,1,20,E,190,D
20181,03665894,46,0,1,,H,,A
20181,03665894,46,1,1,81,E,100,D
20181,03665894,46,2,1,18,E,110,D
20181,03665894,46,3,1,22,E,120,D
20181,03665894,46,4,1,4,E,140,D
20181,03665894,46,5,1,228,E,150,D
20181,03665894,46,6,1,68,E,160,D
20181,03665894,46,7,1,11,E,170,D
20181,03665894,46,8,1,188,E,180,D
20181,03665894,46,9,1,30,E,190,D
20181,03668254,34,0,1,,H,,A
20181,03668254,34,1,1,25,E,120,D
20181,03668254,34,2,1,4,E,140,D
20181,03668254,34,3,1,183,E,150,D
20181,03668254,34,4,1,20,E,160,D
20181,03668254,34,5,1,8,E,170,D
20181,03668254,34,6,1,281,E,180,D
20181,03668254,34,7,1,29,E,190,D
20181,03669074,10,0,1,,H,,A
20181,03669074,10,1,1,48,E,100,D
20181,03669074,10,2,1,11,E,110,D
20181,03669074,10,3,1,14,E,120,D
20181,03669074,10,4,1,84,E,130,D
20181,03669074,10,5,1,2,E,140,D
20181,03669074,10,6,1,152,E,150,D
20181,03669074,10,7,1,43,E,160,D
20181,03669074,10,8,1,7,E,170,D
20181,03669074,10,9,1,120,E,180,D
20181,03669074,10,10,1,19,E,190,D
20181,03670674,40,0,1,,H,,A
20181,03670674,40,1,1,19,E,100,D
20181,03670674,40,2,1,4,E,110,D
20181,03670674,40,3,1,10,E,120,D
20181,03670674,40,4,1,33,E,130,D
20181,03670674,40,5,1,1,E,140,D
20181,03670674,40,6,1,58,E,150,D
20181,03670674,40,7,1,17,E,160,D
20181,03670674,40,8,1,3,E,170,D
20181,03670674,40,9,1,48,E,180,D
20181,03670674,40,10,1,7,E,190,D
20181,03671294,17,0,1,,H,,A
20181,03671294,17,1,1,12,E,120,D
20181,03671294,17,2,1,2,E,140,D
20181,03671294,17,3,1,91,E,150,D
20181,03671294,17,4,1,3,E,160,D
20181,03671294,17,5,1,2,E,170,D
20181,03671294,17,6,1,10,E,190,D
20181,03692423,26,0,1,,H,,A
20181,03692423,26,1,1,2,E,120,D
20181,03693023,24,0,1,,H,,A
20181,03693023,24,1,1,6,E,120,D
20181,03693023,24,2,1,1,E,140,D
20181,03693023,24,3,1,32,E,150,D
20181,03693023,24,4,1,10,E,160,D
20181,03693023,24,5,1,7,E,170,D
20181,03693023,24,6,1,4,E,190,D
20181,03693613,30,0,1,,H,,A
20181,03693613,30,1,1,17,E,120,D
20181,03693613,30,2,1,3,E,140,D
20181,03693613,30,3,1,108,E,150,D
20181,03693613,30,4,1,34,E,160,D
20181,03693613,30,5,1,24,E,170,D
20181,03693613,30,6,1,14,E,190,D
20181,03698313,65,0,1,,H,,A
20181,03698313,65,1,1,9,G,120,D
20181,03698313,65,2,1,32,G,130,D
20181,03698313,65,3,1,1,G,140,D
20181,03698313,65,4,1,55,G,150,D
20181,03698313,65,5,1,16,G,160,D
20181,03698313,65,6,1,2,G,170,D
20181,03698313,65,7,1,46,G,180,D
20181,03698313,65,8,1,7,G,190,D
20181,03698633,35,0,1,,H,,A
20181,03698633,35,1,1,300,E,130,D
20181,03698973,53,0,1,,H,,A
20181,03698973,53,1,1,28,E,120,D
20181,03698973,53,2,1,5,E,140,D
20181,03698973,53,3,1,199,E,150,D
20181,03698973,53,4,1,22,E,160,D
20181,03698973,53,5,1,8,E,170,D
20181,03698973,53,6,1,307,E,180,D
20181,03698973,53,7,1,31,E,190,D
20181,03699063,79,0,1,,H,,A
20181,03699063,79,1,1,15,E,120,D
20181,03699063,79,2,1,3,E,140,D
20181,03699063,79,3,1,155,E,150,D
20181,03699063,79,4,1,45,E,160,D
20181,03699063,79,5,1,7,E,170,D
20181,03699063,79,6,1,125,E,180,D
20181,03699063,79,7,1,20,E,190,D
20181,03699073,50,0,1,,H,,A
20181,03699073,50,1,1,113,E,100,D
20181,03699073,50,2,1,40,E,110,D
20181,03699073,50,3,1,247,E,130,D
20181,03699843,27,0,1,,H,,A
20181,03699843,27,1,1,34,E,100,D
20181,03699843,27,2,1,11,E,110,D
20181,03699843,27,3,1,17,E,120,D
20181,03699843,27,4,1,9,E,140,D
20181,03699843,27,5,1,138,E,150,D
20181,03699843,27,6,1,43,E,160,D
20181,03699843,27,7,1,30,E,170,D
20181,03699843,27,8,1,18,E,190,D
20181,03700423,57,0,1,,H,,A
20181,03700423,57,1,1,6,E,120,D
20181,03700423,57,2,1,16,E,150,D
20181,03700423,57,3,1,1,E,160,D
20181,03700423,57,4,1,25,E,180,D
20181,03700423,57,5,1,2,E,190,D
20181,03716003,61,0,1,,H,,A
20181,03716003,61,1,1,19,E,120,D
20181,03716003,61,2,1,3,E,140,D
20181,03716003,61,3,1,133,E,150,D
20181,03716003,61,4,1,14,E,160,D
20181,03716003,61,5,1,5,E,170,D
20181,03716003,61,6,1,205,E,180,D
20181,03716003,61,7,1,21,E,190,D
20181,03716053,29,0,1,,H,,A
20181,03716053,29,1,1,58,E,100,D
20181,03716053,29,2,1,13,E,110,D
20181,03716053,29,3,1,17,E,120,D
20181,03716053,29,4,1,101,E,130,D
20181,03716053,29,5,1,3,E,140,D
20181,03716053,29,6,1,180,E,150,D
20181,03716053,29,7,1,52,E,160,D
20181,03716053,29,8,1,9,E,170,D
20181,03716053,29,9,1,144,E,180,D
20181,03716053,29,10,1,23,E,190,D
20181,03716053,29,11,1,23,E,200,D
20181,03716053,29,12,1,36,E,210,D
20181,03716053,29,13,1,39,E,220,D
20181,03716873,36,0,1,,H,,A
20181,03716873,36,1,1,11,E,120,D
20181,03716873,36,2,1,1,E,140,D
20181,03716873,36,3,1,69,E,150,D
20181,03716873,36,4,1,12,E,160,D
20181,03716873,36,5,1,4,E,170,D
20181,03716873,36,6,1,41,E,180,D
20181,03716873,36,7,1,12,E,190,D
20181,03717283,71,0,1,,H,,A
20181,03717283,71,1,1,42,E,100,D
20181,03717283,71,2,1,10,E,110,D
20181,03717283,71,3,1,16,E,120,D
20181,03717283,71,4,1,2,E,140,D
20181,03717283,71,5,1,126,E,150,D
20181,03717283,71,6,1,38,E,160,D
20181,03717283,71,7,1,6,E,170,D
20181,03717283,71,8,1,104,E,180,D
20181,03717283,71,9,1,16,E,190,D
20181,03717823,41,0,1,,H,,A
20181,03717823,41,1,1,300,E,130,D
20181,03718043,31,0,1,,H,,A
20181,03718043,31,1,1,25,E,120,D
20181,03718043,31,2,1,9,E,140,D
20181,03718043,31,3,1,196,E,150,D
20181,03718043,31,4,1,61,E,160,D
20181,03718043,31,5,1,43,E,170,D
20181,03718043,31,6,1,26,E,190,D
20181,03719924,51,0,1,,H,,A
20181,03719924,51,1,1,81,E,100,D
20181,03719924,51,2,1,18,E,110,D
20181,03719924,51,3,1,22,E,120,D
20181,03719924,51,4,1,4,E,140,D
20181,03719924,51,5,1,228,E,150,D
20181,03719924,51,6,1,68,E,160,D
20181,03719924,51,7,1,11,E,170,D
20181,03719924,51,8,1,188,E,180,D
20181,03719924,51,9,1,30,E,190,D
20181,03721263,99,0,1,,H,,A
